GEOID,NAME,metro_state,POP,DENSITY
4853388,"Odessa city, Texas","Odessa, TX",123334,2727.2171703
4861196,"Red Oak city, Texas","Red Oak, TX",13464,865.72482255
4803372,"Anson city, Texas","Anson, TX",2297,832.11598762
4856696,"Penitas city, Texas","Penitas, TX",4716,1192.8386039
4809160,"Boerne city, Texas","Boerne, TX",18232,1613.2536262
4810216,"Briaroaks city, Texas","Briaroaks, TX",507,474.69596514
4879696,"Windthorst town, Texas","Windthorst, TX",379,151.37005671
4834508,"Holland town, Texas","Holland, TX",1171,709.13364267
4832156,"Happy town, Texas","Happy, TX",668,629.53201291
4827432,"Freer city, Texas","Freer, TX",2666,658.3985463
4843012,"Little Elm city, Texas","Little Elm, TX",53126,2981.2514052
4807300,"Bellaire city, Texas","Bellaire, TX",18971,5274.348782
4801108,"Ackerly city, Texas","Ackerly, TX",232,746.25796989
4854726,"Palisades village, Texas","Palisades, TX",353,628.67763301
4817024,"Corral City town, Texas","Corral City, TX",49,319.53503924
4826640,"Forsan city, Texas","Forsan, TX",229,786.53928537
4867832,"Silsbee city, Texas","Silsbee, TX",6617,861.28638684
4842508,"Lewisville city, Texas","Lewisville, TX",109212,2975.8546455
4809868,"Brackettville city, Texas","Brackettville, TX",1686,597.54632691
4815112,"Clarendon city, Texas","Clarendon, TX",1781,613.6257052
4830752,"Grays Prairie village, Texas","Grays Prairie, TX",372,303.94125315
4834628,"Hollywood Park town, Texas","Hollywood Park, TX",3342,2311.2438331
4869980,"Stamford city, Texas","Stamford, TX",2941,493.28504251
4854960,"Panhandle town, Texas","Panhandle, TX",2312,1088.5598334
4874648,"Valentine town, Texas","Valentine, TX",133,273.76807293
4868576,"Snook city, Texas","Snook, TX",541,268.6489071
4840516,"Lake Dallas city, Texas","Lake Dallas, TX",8063,3362.6095878
4864472,"San Angelo city, Texas","San Angelo, TX",101004,1693.5858106
4870340,"Stinnett city, Texas","Stinnett, TX",1770,892.10501212
4871966,"Taylor Landing city, Texas","Taylor Landing, TX",240,228.83669356
4816432,"Conroe city, Texas","Conroe, TX",91079,1265.8814847
4815364,"Cleburne city, Texas","Cleburne, TX",31295,880.68374186
4853154,"Oak Ridge town (Cooke County), Texas","Oak Ridge town (Cooke County), TX",242,2141.4073948
4840108,"LaCoste city, Texas","LaCoste, TX",1247,1977.0150413
4822588,"Edgecliff Village town, Texas","Edgecliff Village, TX",3026,2539.7585259
4880728,"Zavalla city, Texas","Zavalla, TX",710,340.09767797
4873496,"Toyah town, Texas","Toyah, TX",108,66.558377693
4817000,"Corpus Christi city, Texas","Corpus Christi, TX",326586,2044.9521781
4814920,"Cibolo city, Texas","Cibolo, TX",31281,1515.1022595
4856000,"Pasadena city, Texas","Pasadena, TX",151227,3469.6255777
4804408,"Aspermont town, Texas","Aspermont, TX",835,406.46421016
4870544,"Stratford city, Texas","Stratford, TX",2057,891.43085687
4868300,"Smiley city, Texas","Smiley, TX",570,1093.8583898
4805084,"Avinger town, Texas","Avinger, TX",421,216.45758383
4860752,"Ravenna city, Texas","Ravenna, TX",225,186.93723692
4865384,"Sanford town, Texas","Sanford, TX",156,1167.4332127
4866128,"Schertz city, Texas","Schertz, TX",42042,1313.7888809
4813552,"Cedar Park city, Texas","Cedar Park, TX",79462,3128.1884014
4846668,"Marietta town, Texas","Marietta, TX",129,223.09979473
4835492,"Huntington city, Texas","Huntington, TX",2111,768.82384982
4839904,"Kress city, Texas","Kress, TX",681,1223.5832726
4875188,"Vega city, Texas","Vega, TX",924,859.41113782
4868720,"Somerville city, Texas","Somerville, TX",1465,492.43961427
4841872,"Lawn town, Texas","Lawn, TX",321,538.11679802
4876816,"Waxahachie city, Texas","Waxahachie, TX",37988,777.80158475
4869932,"Stagecoach town, Texas","Stagecoach, TX",592,513.84035379
4859984,"Putnam town, Texas","Putnam, TX",93,91.819423632
4805036,"Austwell city, Texas","Austwell, TX",145,399.33802411
4826328,"Follett city, Texas","Follett, TX",441,454.08056122
4860176,"Quitaque city, Texas","Quitaque, TX",389,537.98031884
4808752,"Bloomburg town, Texas","Bloomburg, TX",393,390.18478116
4847988,"Miami city, Texas","Miami, TX",550,470.34063452
4879720,"Winfield city, Texas","Winfield, TX",520,668.94172809
4852668,"Novice city, Texas","Novice, TX",128,266.02903286
4822905,"El Cenizo city, Texas","El Cenizo, TX",3161,6134.5702464
4807108,"Beckville city, Texas","Beckville, TX",823,676.05605572
4870868,"Sullivan City city, Texas","Sullivan City, TX",4170,1161.7321757
4820020,"Deport city, Texas","Deport, TX",558,501.71105223
4810768,"Brownsville city, Texas","Brownsville, TX",182781,1381.337034
4825548,"Farwell city, Texas","Farwell, TX",1291,1573.1229992
4841475,NA,"NA, TX",NA,NA
4841416,NA,"NA, TX",NA,NA
4866000,NA,"NA, TX",NA,NA
4801514,NA,"NA, TX",NA,NA
4812010,NA,"NA, TX",NA,NA
4842874,NA,"NA, TX",NA,NA
4848478,"Miller's Cove town, Texas","Miller's Cove, TX",160,976.38678667
4844032,"Lorenzo city, Texas","Lorenzo, TX",1138,1192.9052137
4833044,"Hedley city, Texas","Hedley, TX",289,404.36097316
4865049,NA,"NA, TX",NA,NA
4812226,NA,"NA, TX",NA,NA
4854558,NA,"NA, TX",NA,NA
4844044,NA,"NA, TX",NA,NA
4875617,NA,"NA, TX",NA,NA
4849359,NA,"NA, TX",NA,NA
4843458,NA,"NA, TX",NA,NA
4813128,NA,"NA, TX",NA,NA
4840300,NA,"NA, TX",NA,NA
4847100,NA,"NA, TX",NA,NA
4874667,NA,"NA, TX",NA,NA
4826220,NA,"NA, TX",NA,NA
4844146,NA,"NA, TX",NA,NA
4839994,NA,"NA, TX",NA,NA
4873148,NA,"NA, TX",NA,NA
4843432,NA,"NA, TX",NA,NA
4837665,NA,"NA, TX",NA,NA
4802194,NA,"NA, TX",NA,NA
4867775,NA,"NA, TX",NA,NA
4864442,NA,"NA, TX",NA,NA
4863332,NA,"NA, TX",NA,NA
4860422,NA,"NA, TX",NA,NA
4874668,NA,"NA, TX",NA,NA
4860480,NA,"NA, TX",NA,NA
4840262,NA,"NA, TX",NA,NA
4822528,"Edcouch city, Texas","Edcouch, TX",3313,3202.1805487
4840384,"La Joya city, Texas","La Joya, TX",4293,1020.8940534
4832372,"Harlingen city, Texas","Harlingen, TX",65022,1622.3440704
4854798,"Palm Valley city, Texas","Palm Valley, TX",1240,2075.2760306
4865768,"Santa Rosa town, Texas","Santa Rosa, TX",2723,3528.0873911
4817816,"Cross Plains town, Texas","Cross Plains, TX",986,821.64276807
4853304,"O'Brien city, Texas","O'Brien, TX",102,202.49263472
4862636,"Rochester town, Texas","Rochester, TX",307,898.67222888
4877044,"Weinert city, Texas","Weinert, TX",162,335.15488624
4863404,"Rosser village, Texas","Rosser, TX",400,209.24317846
4871756,"Talty town, Texas","Talty, TX",2760,813.72382483
4848858,"Mobile City city, Texas","Mobile City, TX",210,13928.589208
4836020,"Ingleside on the Bay city, Texas","Ingleside on the Bay, TX",607,2075.2451502
4865344,"Sandy Oaks city, Texas","Sandy Oaks, TX",4660,1953.7953412
4879576,"Wilmer city, Texas","Wilmer, TX",4772,749.8786539
4801396,"Agua Dulce city, Texas","Agua Dulce, TX",801,2348.5106729
4828080,"Ganado city, Texas","Ganado, TX",2055,1764.2426147
4869272,"Southside Place city, Texas","Southside Place, TX",1883,7555.0210434
4811656,"Bynum town, Texas","Bynum, TX",207,1545.6819593
4846260,"Malone town, Texas","Malone, TX",283,619.92144823
4847820,"Mertens town, Texas","Mertens, TX",128,294.39235031
4862612,"Roby city, Texas","Roby, TX",619,860.66484105
4851012,"New Home city, Texas","New Home, TX",363,362.46861016
4879612,"Wilson city, Texas","Wilson, TX",490,758.59021473
4845000,"Lubbock city, Texas","Lubbock, TX",258862,1921.4403642
4840696,"Lakeport city, Texas","Lakeport, TX",996,626.81768056
4876024,"Waelder city, Texas","Waelder, TX",1133,885.87710805
4839868,"Kountze city, Texas","Kountze, TX",2108,532.92860095
4877164,"Wellman city, Texas","Wellman, TX",203,597.45159923
4812412,"Canadian city, Texas","Canadian, TX",2699,2078.7446642
4826136,"Florence city, Texas","Florence, TX",1274,1490.8911257
4810384,"Broaddus town, Texas","Broaddus, TX",197,528.12035358
4863200,"Rose City city, Texas","Rose City, TX",484,320.02433254
4858820,"Port Arthur city, Texas","Port Arthur, TX",54280,705.65078207
4802272,"Alvin city, Texas","Alvin, TX",26723,1103.7320755
4849860,"Mount Vernon town, Texas","Mount Vernon, TX",2738,636.9795098
4871732,"Talco city, Texas","Talco, TX",497,649.22882115
4816540,"Cool city, Texas","Cool, TX",187,113.47771238
4876864,"Weatherford city, Texas","Weatherford, TX",33547,1236.9427541
4833980,"Hillcrest village, Texas","Hillcrest, TX",712,1619.794684
4819570,"DeCordova city, Texas","DeCordova, TX",3040,2157.5473733
4850724,NA,"NA, TX",NA,NA
4863380,"Ross city, Texas","Ross, TX",284,162.4373112
4819420,"Dawson town, Texas","Dawson, TX",801,448.7018944
4850184,"Mustang town, Texas","Mustang, TX",21,171.73197185
4824000,"El Paso city, Texas","El Paso, TX",681728,2648.3097493
4865024,"San Augustine city, Texas","San Augustine, TX",1888,400.23799879
4864184,"St. Jo city, Texas","St. Jo, TX",1030,957.04202079
4830044,"Goldsmith city, Texas","Goldsmith, TX",294,907.725552
4872464,"Texhoma city, Texas","Texhoma, TX",323,170.19811692
4840288,"La Grulla city, Texas","La Grulla, TX",1701,1816.2915701
4810090,"Brazos Country city, Texas","Brazos Country, TX",474,228.73196356
4850796,"New Berlin city, Texas","New Berlin, TX",624,64.804282549
4806242,"Bear Creek village, Texas","Bear Creek, TX",480,407.70291857
4839952,"Kyle city, Texas","Kyle, TX",48393,1589.0223953
4839148,"Killeen city, Texas","Killeen, TX",151666,2780.5748198
4862138,"Rio Bravo city, Texas","Rio Bravo, TX",4634,7132.743985
4848852,"Mobeetie city, Texas","Mobeetie, TX",95,155.63473077
4859096,"Poth town, Texas","Poth, TX",2284,721.36269204
4801000,"Abilene city, Texas","Abilene, TX",123420,1157.0408919
4845048,"Lueders city, Texas","Lueders, TX",333,564.75674493
4835816,"Impact town, Texas","Impact, TX",30,345.2028576
4859012,"Post city, Texas","Post, TX",5115,1365.9208065
4843996,"Loraine town, Texas","Loraine, TX",564,542.72407014
4877380,"Westbrook city, Texas","Westbrook, TX",244,578.65061962
4839680,"Knollwood city, Texas","Knollwood, TX",489,1486.5037077
4863140,"Ropesville city, Texas","Ropesville, TX",427,1177.2346901
4867496,"Sherman city, Texas","Sherman, TX",44002,965.9787949
4839040,"Kerrville city, Texas","Kerrville, TX",23754,1083.8682851
4834148,"Hilshire Village city, Texas","Hilshire Village, TX",808,3021.1703264
4846620,"Marfa city, Texas","Marfa, TX",1625,997.31650417
4844170,"Los Ybanez city, Texas","Los Ybanez, TX",19,228.07749387
4853436,"O'Donnell city, Texas","O'Donnell, TX",837,973.01890542
4867688,"Shoreacres city, Texas","Shoreacres, TX",1593,1752.4217228
4829000,"Garland city, Texas","Garland, TX",239928,4204.8724452
4877020,"Weimar city, Texas","Weimar, TX",2226,962.86712855
4811224,"Bulverde city, Texas","Bulverde, TX",5300,335.07732201
4822552,"Eden city, Texas","Eden, TX",1294,543.89728245
4853520,"Oglesby city, Texas","Oglesby, TX",465,910.31668298
4854600,"Paducah town, Texas","Paducah, TX",1094,726.5045341
4843948,NA,"NA, TX",NA,NA
4856348,"Pearland city, Texas","Pearland, TX",122460,2542.7783282
4861892,"Richmond city, Texas","Richmond, TX",12578,3054.8557852
4843460,NA,"NA, TX",NA,NA
4865378,NA,"NA, TX",NA,NA
4842148,"Lefors town, Texas","Lefors, TX",480,1231.9697635
4849992,"Mullin town, Texas","Mullin, TX",176,376.08028539
4840888,"Lakeview town, Texas","Lakeview, TX",95,460.08156412
4812736,"Carbon town, Texas","Carbon, TX",272,265.52445393
4815004,"Cisco city, Texas","Cisco, TX",3784,763.70659341
4804000,"Arlington city, Texas","Arlington, TX",398854,4164.3072685
4808860,"Blue Mound city, Texas","Blue Mound, TX",2445,4844.4099631
4840744,"Lakeside town (Tarrant County), Texas","Lakeside town (Tarrant County), TX",1593,963.01903233
4854432,"Overton city, Texas","Overton, TX",2503,373.57697876
4856468,"Pecan Gap city, Texas","Pecan Gap, TX",197,314.06103238
4825644,"Fayetteville city, Texas","Fayetteville, TX",257,512.3501852
4872992,NA,"NA, TX",NA,NA
4822593,NA,"NA, TX",NA,NA
4825744,NA,"NA, TX",NA,NA
4827000,"Fort Worth city, Texas","Fort Worth, TX",909585,2632.0202715
4842808,"Lincoln Park town, Texas","Lincoln Park, TX",558,3426.771116
4805264,"Bailey city, Texas","Bailey, TX",305,766.9337266
4820680,"Dodd City town, Texas","Dodd City, TX",389,219.84348798
4824240,"Encinal city, Texas","Encinal, TX",591,1367.6116322
4852302,NA,"NA, TX",NA,NA
4851840,"Normangee town, Texas","Normangee, TX",706,632.89054073
4830464,"Grand Prairie city, Texas","Grand Prairie, TX",194543,2692.4558734
4847330,"Meadowlakes city, Texas","Meadowlakes, TX",1703,2239.3990921
4874670,NA,"NA, TX",NA,NA
4849411,NA,"NA, TX",NA,NA
4851552,NA,"NA, TX",NA,NA
4848315,NA,"NA, TX",NA,NA
4844145,NA,"NA, TX",NA,NA
4873196,"Toco city, Texas","Toco, TX",76,448.00608148
4860020,NA,"NA, TX",NA,NA
4865210,NA,"NA, TX",NA,NA
4873904,NA,"NA, TX",NA,NA
4865168,NA,"NA, TX",NA,NA
4824252,NA,"NA, TX",NA,NA
4814290,NA,"NA, TX",NA,NA
4844110,NA,"NA, TX",NA,NA
4835954,NA,"NA, TX",NA,NA
4810852,NA,"NA, TX",NA,NA
4871274,NA,"NA, TX",NA,NA
4825038,NA,"NA, TX",NA,NA
4860686,NA,"NA, TX",NA,NA
4834736,"Hooks city, Texas","Hooks, TX",2712,1300.3911989
4847088,"Maud city, Texas","Maud, TX",1042,699.05136748
4854509,NA,"NA, TX",NA,NA
4841503,NA,"NA, TX",NA,NA
4810876,NA,"NA, TX",NA,NA
4869708,NA,"NA, TX",NA,NA
4863500,"Round Rock city, Texas","Round Rock, TX",133372,3682.9562007
4801858,NA,"NA, TX",NA,NA
4846854,NA,"NA, TX",NA,NA
4811102,NA,"NA, TX",NA,NA
4830608,"Granjeno city, Texas","Granjeno, TX",315,822.14549881
4841422,NA,"NA, TX",NA,NA
4842016,"Leander city, Texas","Leander, TX",62608,1670.4583757
4820716,"Dodson town, Texas","Dodson, TX",107,175.44766871
4872800,"Thorntonville town, Texas","Thorntonville, TX",541,675.55761544
4877176,"Wells town, Texas","Wells, TX",792,413.54567464
4819120,"Danbury city, Texas","Danbury, TX",1760,1815.6698161
4832972,"Hearne city, Texas","Hearne, TX",4354,1056.7298215
4850820,"New Braunfels city, Texas","New Braunfels, TX",90209,1996.2965974
4863284,"Rosenberg city, Texas","Rosenberg, TX",38307,1039.0714069
4840966,NA,"NA, TX",NA,NA
4809598,NA,"NA, TX",NA,NA
4841449,NA,"NA, TX",NA,NA
4826544,"Forest Hill city, Texas","Forest Hill, TX",12988,3113.5734431
4849600,"Mountain City city, Texas","Mountain City, TX",810,1541.0944106
4814038,NA,"NA, TX",NA,NA
4846716,NA,"NA, TX",NA,NA
4818104,NA,"NA, TX",NA,NA
4839988,NA,"NA, TX",NA,NA
4848280,NA,"NA, TX",NA,NA
4841050,"Lakewood Village city, Texas","Lakewood Village, TX",964,1363.095019
4831442,NA,"NA, TX",NA,NA
4858232,NA,"NA, TX",NA,NA
4861880,"Richland Springs town, Texas","Richland Springs, TX",309,307.74666915
4880584,"Yorktown city, Texas","Yorktown, TX",2050,1186.4996077
4847316,"Meadow town, Texas","Meadow, TX",585,363.82210562
4854132,"Orange city, Texas","Orange, TX",18118,820.53713087
4860534,NA,"NA, TX",NA,NA
4873526,NA,"NA, TX",NA,NA
4804174,NA,"NA, TX",NA,NA
4819714,NA,"NA, TX",NA,NA
4830890,NA,"NA, TX",NA,NA
4840258,NA,"NA, TX",NA,NA
4844344,NA,"NA, TX",NA,NA
4865744,NA,"NA, TX",NA,NA
4875614,NA,"NA, TX",NA,NA
4838872,"Kenefick town, Texas","Kenefick, TX",693,447.03412565
4869380,NA,"NA, TX",NA,NA
4861532,NA,"NA, TX",NA,NA
4875626,NA,"NA, TX",NA,NA
4851792,"Nordheim city, Texas","Nordheim, TX",303,609.22679999
4815700,"Coahoma town, Texas","Coahoma, TX",963,782.8308063
4807636,"Benjamin city, Texas","Benjamin, TX",254,241.64835311
4880356,"Wylie city, Texas","Wylie, TX",53067,2405.9584098
4848804,"Missouri City city, Texas","Missouri City, TX",75457,2598.1198946
4834671,NA,"NA, TX",NA,NA
4873268,"Tolar city, Texas","Tolar, TX",1004,1074.7468905
4806128,"Baytown city, Texas","Baytown, TX",77192,2092.707116
4841548,NA,"NA, TX",NA,NA
4865756,NA,"NA, TX",NA,NA
4840036,NA,"NA, TX",NA,NA
4807396,"Bellevue city, Texas","Bellevue, TX",347,412.23667677
4829384,NA,"NA, TX",NA,NA
4832612,NA,"NA, TX",NA,NA
4824013,NA,"NA, TX",NA,NA
4865777,NA,"NA, TX",NA,NA
4821958,NA,"NA, TX",NA,NA
4856644,NA,"NA, TX",NA,NA
4841579,NA,"NA, TX",NA,NA
4824738,NA,"NA, TX",NA,NA
4844120,NA,"NA, TX",NA,NA
4840100,NA,"NA, TX",NA,NA
4871820,NA,"NA, TX",NA,NA
4848318,NA,"NA, TX",NA,NA
4862318,NA,"NA, TX",NA,NA
4809310,NA,"NA, TX",NA,NA
4805520,NA,"NA, TX",NA,NA
4807642,NA,"NA, TX",NA,NA
4814880,NA,"NA, TX",NA,NA
4854186,NA,"NA, TX",NA,NA
4805690,NA,"NA, TX",NA,NA
4844167,NA,"NA, TX",NA,NA
4880724,NA,"NA, TX",NA,NA
4850322,NA,"NA, TX",NA,NA
4834133,NA,"NA, TX",NA,NA
4853946,NA,"NA, TX",NA,NA
4828152,NA,"NA, TX",NA,NA
4850742,NA,"NA, TX",NA,NA
4878316,"White Deer town, Texas","White Deer, TX",955,548.9301289
4825344,NA,"NA, TX",NA,NA
4841782,NA,"NA, TX",NA,NA
4851396,"New Waverly city, Texas","New Waverly, TX",1071,485.12004944
4817426,NA,"NA, TX",NA,NA
4819808,NA,"NA, TX",NA,NA
4854666,NA,"NA, TX",NA,NA
4803008,NA,"NA, TX",NA,NA
4824158,NA,"NA, TX",NA,NA
4829912,NA,"NA, TX",NA,NA
4813276,"Castle Hills city, Texas","Castle Hills, TX",4470,1810.3293628
4853988,"Olmos Park city, Texas","Olmos Park, TX",2466,3971.7270309
4855008,"Panorama Village city, Texas","Panorama Village, TX",2424,2252.8334449
4880044,"Woodbranch city, Texas","Woodbranch, TX",1441,717.46626709
4841644,"Latexo city, Texas","Latexo, TX",314,319.88982894
4844260,"Lovelady city, Texas","Lovelady, TX",627,474.67776523
4830224,"Goodrich city, Texas","Goodrich, TX",323,458.24023585
4808164,NA,"NA, TX",NA,NA
4816252,"Como town, Texas","Como, TX",727,658.43798412
4805180,NA,"NA, TX",NA,NA
4874144,"Tyler city, Texas","Tyler, TX",106985,1862.0794483
4832810,"Hawk Cove city, Texas","Hawk Cove, TX",557,1514.4268356
4804504,"Athens city, Texas","Athens, TX",12753,715.1311464
4824228,"Enchanted Oaks town, Texas","Enchanted Oaks, TX",341,862.68843088
4870580,"Strawn city, Texas","Strawn, TX",671,861.87361039
4825352,NA,"NA, TX",NA,NA
4840188,NA,"NA, TX",NA,NA
4843474,NA,"NA, TX",NA,NA
4847898,NA,"NA, TX",NA,NA
4861454,NA,"NA, TX",NA,NA
4813150,NA,"NA, TX",NA,NA
4826680,NA,"NA, TX",NA,NA
4812892,NA,"NA, TX",NA,NA
4862468,NA,"NA, TX",NA,NA
4872954,NA,"NA, TX",NA,NA
4845750,NA,"NA, TX",NA,NA
4871289,NA,"NA, TX",NA,NA
4847016,NA,"NA, TX",NA,NA
4867376,NA,"NA, TX",NA,NA
4869596,NA,"NA, TX",NA,NA
4814692,NA,"NA, TX",NA,NA
4845576,NA,"NA, TX",NA,NA
4814404,"Charlotte city, Texas","Charlotte, TX",1898,930.94885403
4814260,"Channing city, Texas","Channing, TX",344,346.72252068
4871384,"Surfside Beach city, Texas","Surfside Beach, TX",579,364.40791052
4830416,"Granbury city, Texas","Granbury, TX",10730,801.61563739
4865600,"San Marcos city, Texas","San Marcos, TX",64776,1897.5397963999999
4820128,"Detroit town, Texas","Detroit, TX",683,431.3556232
4817408,NA,"NA, TX",NA,NA
4839700,"Knox City town, Texas","Knox City, TX",1119,1342.9931015
4829060,"Garrison city, Texas","Garrison, TX",873,743.68713863
4818524,"Dalhart city, Texas","Dalhart, TX",8310,1737.7371067
4803288,"Angus city, Texas","Angus, TX",429,130.37158285
4875308,"Vernon city, Texas","Vernon, TX",10323,1307.5730094
4822858,NA,"NA, TX",NA,NA
4831820,"Hale Center city, Texas","Hale Center, TX",2054,1429.7830753
4854012,"Olton city, Texas","Olton, TX",2060,1516.0822076
4803300,"Anna city, Texas","Anna, TX",15000,934.71433987
4816048,"Colmesneil city, Texas","Colmesneil, TX",591,295.42289313
4817612,"Creedmoor city, Texas","Creedmoor, TX",224,98.139195369
4824018,NA,"NA, TX",NA,NA
4865708,NA,"NA, TX",NA,NA
4830308,"Gorman city, Texas","Gorman, TX",1035,629.85083135
4870076,"Star Harbor city, Texas","Star Harbor, TX",477,1021.1392298
4817236,NA,"NA, TX",NA,NA
4813570,NA,"NA, TX",NA,NA
4834700,"Honey Grove city, Texas","Honey Grove, TX",1737,582.3811241
4845120,"Lumberton city, Texas","Lumberton, TX",13073,974.86619054
4807492,"Belton city, Texas","Belton, TX",22885,1131.8322784
4811128,"Buffalo Gap town, Texas","Buffalo Gap, TX",557,228.89626943
4844162,NA,"NA, TX",NA,NA
4853556,NA,"NA, TX",NA,NA
4828200,NA,"NA, TX",NA,NA
4860092,NA,"NA, TX",NA,NA
4874924,"Van Alstyne city, Texas","Van Alstyne, TX",4378,863.04060177
4839004,"Kermit city, Texas","Kermit, TX",6486,2581.1763431
4830476,"Grand Saline city, Texas","Grand Saline, TX",3173,1513.4449715
4848396,"Miles city, Texas","Miles, TX",872,512.47916325
4850628,"Needville city, Texas","Needville, TX",3103,1545.3754518
4853232,"Oakwood town, Texas","Oakwood, TX",515,455.44742364
4806140,"Bayview town, Texas","Bayview, TX",389,100.15422496
4866848,NA,"NA, TX",NA,NA
4862828,"Rockwall city, Texas","Rockwall, TX",45888,1563.8655396
4820332,"Dickens city, Texas","Dickens, TX",259,270.46527452
4864112,"Saginaw city, Texas","Saginaw, TX",24310,3177.5003676
4867400,"Shenandoah city, Texas","Shenandoah, TX",2987,1524.9070487
4841566,NA,"NA, TX",NA,NA
4844079,NA,"NA, TX",NA,NA
4862588,"Robinson city, Texas","Robinson, TX",11926,381.87448523
4871948,"Taylor city, Texas","Taylor, TX",17383,945.6345352
4849314,NA,"NA, TX",NA,NA
4858586,"Point Venture village, Texas","Point Venture, TX",1033,1155.9264274
4849080,NA,"NA, TX",NA,NA
4865048,NA,"NA, TX",NA,NA
4813324,NA,"NA, TX",NA,NA
4849380,"Morgan's Point city, Texas","Morgan's Point, TX",342,223.78481915
4864448,NA,"NA, TX",NA,NA
4860554,NA,"NA, TX",NA,NA
4861724,NA,"NA, TX",NA,NA
4816110,NA,"NA, TX",NA,NA
4871824,NA,"NA, TX",NA,NA
4839844,"Kosse town, Texas","Kosse, TX",466,361.28729678
4816300,NA,"NA, TX",NA,NA
4843960,NA,"NA, TX",NA,NA
4822920,NA,"NA, TX",NA,NA
4816036,"Collinsville town, Texas","Collinsville, TX",1959,2111.3259435
4855056,"Paradise city, Texas","Paradise, TX",561,279.64475815
4831628,"Gustine town, Texas","Gustine, TX",468,511.26851971
4815196,"Claude city, Texas","Claude, TX",1210,705.00089309
4810708,"Browndell city, Texas","Browndell, TX",206,84.304789281
4861466,NA,"NA, TX",NA,NA
4811992,"Calvert city, Texas","Calvert, TX",1126,289.46519134
4846492,NA,"NA, TX",NA,NA
4812982,NA,"NA, TX",NA,NA
4843463,NA,"NA, TX",NA,NA
4827748,NA,"NA, TX",NA,NA
4819900,"Denison city, Texas","Denison, TX",25529,893.39465849
4813024,"Carrollton city, Texas","Carrollton, TX",139248,3797.3982444
4860356,"Ralls city, Texas","Ralls, TX",1806,1338.6375879
4867424,"Shepherd city, Texas","Shepherd, TX",2413,395.84684319
4856672,"Penelope town, Texas","Penelope, TX",207,208.57738384
4825356,NA,"NA, TX",NA,NA
4844062,NA,"NA, TX",NA,NA
4810960,"Bryson city, Texas","Bryson, TX",536,407.39669419
4844078,NA,"NA, TX",NA,NA
4880722,NA,"NA, TX",NA,NA
4866536,NA,"NA, TX",NA,NA
4810087,"Brazos Bend city, Texas","Brazos Bend, TX",356,565.92961262
4821112,"Douglassville town, Texas","Douglassville, TX",218,34.462974257
4843354,"Log Cabin city, Texas","Log Cabin, TX",772,737.59706064
4808596,"Blanket town, Texas","Blanket, TX",368,599.18863729
4803192,"Anderson city, Texas","Anderson, TX",242,472.79667491
4802286,NA,"NA, TX",NA,NA
4854168,"Orange Grove city, Texas","Orange Grove, TX",1302,1203.0288221
4821436,"Driscoll city, Texas","Driscoll, TX",746,641.05572195
4819000,"Dallas city, Texas","Dallas, TX",1343573,3954.7594984
4879919,"Wixon Valley city, Texas","Wixon Valley, TX",253,141.05680271
4803540,"Anton city, Texas","Anton, TX",1095,1400.9291952
4854216,"Ore City city, Texas","Ore City, TX",1228,568.64639746
4822898,NA,"NA, TX",NA,NA
4814882,NA,"NA, TX",NA,NA
4844142,NA,"NA, TX",NA,NA
4860458,NA,"NA, TX",NA,NA
4853970,NA,"NA, TX",NA,NA
4859794,NA,"NA, TX",NA,NA
4872950,NA,"NA, TX",NA,NA
4872952,NA,"NA, TX",NA,NA
4865240,NA,"NA, TX",NA,NA
4875432,NA,"NA, TX",NA,NA
4877336,NA,"NA, TX",NA,NA
4869072,NA,"NA, TX",NA,NA
4865792,NA,"NA, TX",NA,NA
4842940,"Lipan city, Texas","Lipan, TX",488,459.95973041
4801636,"Alba town, Texas","Alba, TX",545,517.67293833
4822853,NA,"NA, TX",NA,NA
4858532,"Point city, Texas","Point, TX",926,335.97865833
4833356,NA,"NA, TX",NA,NA
4867772,NA,"NA, TX",NA,NA
4835754,NA,"NA, TX",NA,NA
4852404,NA,"NA, TX",NA,NA
4870232,"Sterling City city, Texas","Sterling City, TX",998,1019.0849255
4824168,"Emhouse town, Texas","Emhouse, TX",145,543.49383275
4874576,NA,"NA, TX",NA,NA
4848336,"Milano city, Texas","Milano, TX",421,230.40450622
4819108,NA,"NA, TX",NA,NA
4818224,"Cushing city, Texas","Cushing, TX",620,451.70532631
4860290,NA,"NA, TX",NA,NA
4814776,"Chireno city, Texas","Chireno, TX",384,204.87342782
4819288,"Darrouzett town, Texas","Darrouzett, TX",342,912.19394484
4833284,"Henrietta city, Texas","Henrietta, TX",3118,614.42303935
4831868,"Hallettsville city, Texas","Hallettsville, TX",2637,964.2074166
4843516,"Lometa city, Texas","Lometa, TX",861,1025.3091211
4834862,"Horseshoe Bay city, Texas","Horseshoe Bay, TX",4024,281.32503134
4841212,"Lancaster city, Texas","Lancaster, TX",39228,1180.0857795
4859540,"Primera town, Texas","Primera, TX",5130,1847.6226025
4846440,"Manor city, Texas","Manor, TX",13866,1414.2010182
4865726,"Santa Fe city, Texas","Santa Fe, TX",13449,773.04505856
4803342,"Annetta South town, Texas","Annetta South, TX",573,300.05046942
4807192,"Beeville city, Texas","Beeville, TX",12793,2072.3103584
4835180,"Hubbard city, Texas","Hubbard, TX",1406,719.44423814
