GEOID,metro_state,POP
4831412,"Gruver, TX",1135
4812045,"Cameron Park, TX",NA
4824223,"Encantada-Ranchito-El Calaboz, TX",NA
4840210,"La Feria North, TX",NA
4841542,"Lasana, TX",NA
4841728,"Laureles, TX",NA
4865620,"San Pedro, TX",NA
4869194,"South Point, TX",NA
4872948,"Tierra Bonita, TX",NA
4816228,"Comfort, TX",NA
4849200,"Moody, TX",1420
4801390,"Agua Dulce, TX",NA
4811626,"Butterfield, TX",NA
4825032,"Fabens, TX",NA
4826664,"Fort Bliss, TX",NA
4859210,"Prado Verde, TX",NA
4869432,"Sparks, TX",NA
4878016,"Westway, TX",NA
4872188,"Tenaha, TX",1146
4844104,"Los Ebanos, TX",NA
4825104,"Fairfield, TX",2892
4815436,"Cleveland, TX",8238
4877662,"West Livingston, TX",NA
4850772,"Newark, TX",1232
4844308,"Lowry Crossing, TX",1727
4813108,"Carthage, TX",6431
4805768,"Bartonville, TX",1785
4877896,"West Tawakoni, TX",2006
4872476,"Texline, TX",539
4868678,"Solis, TX",NA
4801600,"Alamo Heights, TX",8614
4872176,"Temple, TX",78439
4879672,"Windcrest, TX",5876
4847616,"Memphis, TX",2012
4878664,"Whitney, TX",2162
4873562,"Travis Ranch, TX",NA
4830092,"Golinda, TX",589
4812508,"Canutillo, TX",NA
4834673,"Homestead Meadows South, TX",NA
4855080,"Paris, TX",24847
4835324,"Hull, TX",NA
4849356,"Morgan, TX",519
4827348,"Fredericksburg, TX",11496
4809448,"Booker, TX",1494
4866704,"Selma, TX",11132
4811464,"Burnet, TX",6406
4850256,"Nacogdoches, TX",32877
4868756,"Sonora, TX",2786
4814716,"China Grove, TX",1321
4819456,"Dean, TX",463
4810897,"Brushy Creek, TX",NA
4860529,"Rancho Banquete, TX",NA
4852212,"Northlake, TX",3348
4833320,"Hereford, TX",14622
4832720,"Haslet, TX",1923
4853217,"Oak Valley, TX",421
4832576,"Hart, TX",1020
4827684,"Frisco, TX",200490
4834532,"Holliday, TX",1670
4854000,"Olney, TX",3099
4877788,"Westover Hills, TX",683
4831064,"Gregory, TX",1886
4860539,"Ranchos Penitas West, TX",NA
4821988,"East Bernard, TX",2342
4812472,"Caney City, TX",220
4834105,"Hillside Acres, TX",NA
4827996,"Galena Park, TX",10757
4849392,"Morgan's Point Resort, TX",4685
4874240,"Uncertain, TX",92
4875476,"Vidor, TX",10403
4845996,"Madisonville, TX",4685
4870052,"Staples, TX",277
4830584,"Granite Shoals, TX",5087
4833608,"Higgins, TX",391
4820092,"DeSoto, TX",52988
4873724,"Troup, TX",2044
4864064,"Sachse, TX",26046
4840450,"Lake Bridgeport, TX",399
4843024,"Littlefield, TX",5843
4815988,"Colleyville, TX",27091
4854444,"Ovilla, TX",4167
4835084,"Howe, TX",3346
4876948,"Webster, TX",11451
4808398,"Bishop Hills, TX",178
4808224,"Big Sandy, TX",1412
4805468,"Balmorhea, TX",595
4869800,"Springtown, TX",3190
4838860,"Kenedy, TX",3353
4876924,"Webberville, TX",485
4869032,"Southlake, TX",32376
4865408,"Sanger, TX",8732
4851756,"Noonday, TX",722
4815820,"Coffee City, TX",293
4817208,"Cottonwood Shores, TX",1227
4852356,"North Richland Hills, TX",70670
4833200,"Hempstead, TX",8355
4858280,"Pleasanton, TX",10855
4837072,"Italy, TX",1923
4873592,"Trenton, TX",683
4803588,"Aquilla, TX",113
4880296,"Wortham, TX",996
4878328,"Whiteface, TX",412
4822192,"Easton, TX",515
4809388,"Bonney, TX",372
4833092,"Heidelberg, TX",NA
4843150,"Llano Grande, TX",NA
4850316,"Naples, TX",1313
4859384,"Premont, TX",2543
4827804,"Fruitvale, TX",428
4844168,"Los Veteranos II, TX",NA
4873710,"Trophy Club, TX",12451
4880716,"Zapata, TX",NA
4837000,"Irving, TX",239798
4874588,"Uvalde, TX",16001
4812112,"Campbell, TX",632
4874492,"University Park, TX",24985
4849224,"Moore, TX",NA
4845288,"Lytle, TX",3066
4873112,"Tioga, TX",1051
4802290,"Amargosa, TX",NA
4854846,"Palo Blanco, TX",NA
4843465,"Loma Linda West, TX",NA
4842952,"Lipscomb, TX",NA
4846692,"Marion, TX",1241
4827144,"Fowlerton, TX",NA
4838518,"K-Bar Ranch, TX",NA
4808908,"Bluetown, TX",NA
4822984,"Electra, TX",2730
4872080,"Tehuacana, TX",279
4820212,"Deweyville, TX",NA
4870688,"Study Butte, TX",NA
4854876,"Palo Pinto, TX",NA
4802044,"Alma, TX",385
4853115,"Oak Leaf, TX",1484
4831616,"Gunter, TX",1675
4840624,"Lake Kiowa, TX",NA
4838020,"Jonestown, TX",2105
4854810,"Palmview South, TX",NA
4847040,"Mathis, TX",4715
4857908,"Pittsburg, TX",4697
4848936,"Monahans, TX",7816
4840522,"Lake Dunlap, TX",NA
4833068,"Hedwig Village, TX",2634
4860164,"Quintana, TX",94
4812562,"Canyon Creek, TX",NA
4849300,"Moraida, TX",NA
4837216,"Jacksonville, TX",14815
4837396,"Jarrell, TX",1832
4873076,"Timpson, TX",1134
4873030,"Timbercreek Canyon, TX",471
4874984,"Vanderbilt, TX",NA
4877490,"Western Lake, TX",NA
4838116,"Jourdanton, TX",4405
4805372,"Balch Springs, TX",25007
4863788,"Runge, TX",1138
4850496,"Nazareth, TX",291
4843144,"Llano, TX",3497
4862870,"Rocky Mound, TX",75
4800100,"Abbott, TX",369
4850400,"Natalia, TX",1590
4831292,"Groom, TX",550
4801060,"Abram, TX",NA
4862168,"Rio Grande City, TX",14511
4865342,"Sandy Hollow-Escondidas, TX",NA
4875032,"Van Horn, TX",1870
4847460,"Megargel, TX",188
4839292,"Kingsbury, TX",133
4832906,"Hays, TX",269
4866644,"Seguin, TX",29992
4847832,"Mertzon, TX",743
4866764,"Seminole, TX",7815
4824816,"Eureka, TX",307
4861616,"Retreat, TX",384
4809640,"Bowie, TX",5114
4868762,"Sonterra, TX",NA
4832840,"Hawley, TX",623
4878628,"Whitewright, TX",1721
4843066,"Little River-Academy, TX",2038
4879036,"Wickett, TX",559
4835918,"Indian Lake, TX",854
4831928,"Haltom City, TX",43874
4860140,"Quinlan, TX",1524
4833008,"Hebbronville, TX",NA
4851900,"North Alamo, TX",NA
4865636,"San Perlita, TX",556
4851336,"New Summerfield, TX",1170
4862180,"Rio Hondo, TX",2707
4849320,"Moran, TX",260
4838788,"Kemp, TX",1236
4872284,"Terrell, TX",18869
4845804,"McLendon-Chisholm, TX",3455
4855152,"Parker, TX",5177
4803768,"Argyle, TX",4381
4833848,"Highland Village, TX",16668
4846224,"Malakoff, TX",2301
4868708,"Somerset, TX",1965
4815916,"Coleman, TX",4274
4812496,"Canton, TX",3861
4866908,"Seven Points, TX",1521
4829876,"Glen Rose, TX",2699
4826724,"Fort Hancock, TX",NA
4859396,"Presidio, TX",3894
4803084,"Amherst, TX",660
4840588,"Lake Jackson, TX",27220
4876240,"Wallis, TX",1303
4840000,"La Casita, TX",NA
4827660,"Friona, TX",3808
4864316,"Salineño, TX",NA
4873856,"Tuleta, TX",NA
4876348,"Walnut Springs, TX",868
4857566,"Pine Harbor, TX",NA
4836104,"Iowa Park, TX",6339
4841420,"La Paloma Addition, TX",NA
4809796,"Boys Ranch, TX",NA
4856252,"Pawnee, TX",NA
4840475,"Lake Colorado City, TX",NA
4801500,"Airport Heights, TX",NA
4803096,"Amistad, TX",NA
4850232,"Myrtle Springs, TX",NA
4852992,"Oakhurst, TX",NA
4821928,"Earth, TX",971
4818476,"Daisetta, TX",1124
4844038,"Los Altos, TX",NA
4805984,"Bay City, TX",17535
4868828,"Sour Lake, TX",1924
4842388,"Leon Valley, TX",12306
4879624,"Wimberley, TX",3232
4879408,"Willis, TX",7028
4873224,"Todd Mission, TX",114
4838884,"Kennard, TX",325
4812580,"Canyon Lake, TX",NA
4810336,"Bristol, TX",NA
4866089,"Scenic Oaks, TX",NA
4873376,"Tornillo, TX",NA
4856108,"Pattison, TX",620
4842340,"Leona, TX",180
4803336,"Annetta, TX",3248
4858850,"Porter Heights, TX",NA
4848756,"Mirando City, TX",NA
4848372,"Mildred, TX",392
4843462,"Loma Linda East, TX",NA
4810780,"Brownwood, TX",18455
4842256,"Leming, TX",NA
4857968,"Plains, TX",1655
4858952,"Port O'Connor, TX",NA
4810990,"Buchanan Lake Village, TX",NA
4833824,"Highland Park, TX",9083
4871264,"Sunset, TX",NA
4823278,"El Mesquite, TX",NA
4822892,"El Castillo, TX",NA
4865774,"Santa Rosa, TX",NA
4804176,"Arroyo Gardens, TX",NA
4854552,"Ozona, TX",NA
4841404,"Lantana, TX",NA
4841800,"Lavon, TX",3724
4816168,"Columbus, TX",3646
4860836,"Raymondville, TX",10880
4848772,"Mission Bend, TX",NA
4861568,"Rendon, TX",NA
4849560,"Moulton, TX",899
4813312,"Castroville, TX",3119
4878136,"Wharton, TX",8637
4824864,"Evant, TX",410
4822720,"Edna, TX",5780
4869476,"Spearman, TX",3256
4803144,"Anahuac, TX",2339
4840168,"Lacy-Lakeview, TX",6721
4812532,"Canyon, TX",15945
4866428,"Seagoville, TX",16861
4825348,"Falcon Lake Estates, TX",NA
4843822,"Longoria, TX",NA
4860380,"Ramireno, TX",NA
4817756,"Crosby, TX",NA
4802260,"Alvarado, TX",4530
4810072,"Brazoria, TX",3056
4872296,"Terrell Hills, TX",5447
4804600,"Aubrey, TX",4895
4823254,"Elm Creek, TX",NA
4824840,"Evadale, TX",NA
4835996,"Inez, TX",NA
4847268,"Maypearl, TX",1032
4872896,"Throckmorton, TX",761
4835348,"Humble, TX",15824
4851720,"Nome, TX",595
4875068,"Van Vleck, TX",NA
4879816,"Winnsboro, TX",3299
4847004,"Matador, TX",611
4829612,"Girard, TX",NA
4853964,"Olmito, TX",NA
4880686,"Yznaga, TX",NA
4845228,"Lyford, TX",2540
4860608,"Randolph AFB, TX",NA
4832792,"Havana, TX",NA
4841086,"La Loma de Falcon, TX",NA
4865180,"San Diego, TX",4221
4810132,"Breckenridge, TX",5423
4802212,"Alton, TX",18105
4859636,"Progreso, TX",5944
4835420,"Hungerford, TX",NA
4875752,"Volente, TX",599
4835624,"Hutto, TX",27947
4804156,"Arp, TX",1030
4830920,"Greenville, TX",28827
4807852,"Berryville, TX",1064
4808410,"Bixby, TX",NA
4819792,"Del Rio, TX",35760
4812334,"Camp Swift, TX",NA
4878544,"White Settlement, TX",17851
4967000,"Salt Lake City, UT",200567
4914290,"Clinton, UT",22499
4957080,"Orderville, UT",592
4913190,"Clarkston, UT",740
4911435,"Cedar Highlands, UT",68
4965240,"Rush Valley, UT",494
4924080,"Eureka, UT",707
4933100,"Hanksville, UT",220
4948610,"Marysvale, UT",437
4967440,"Sandy, UT",96380
4929580,"Glenwood, UT",476
4954440,"New Harmony, UT",234
4941680,"Koosharem, UT",330
4957850,"Paradise, UT",1022
4947620,"Manila, UT",307
4933760,"Hatch, UT",142
4947840,"Mantua, UT",963
4969970,"Snowville, UT",173
4900760,"Altamont, UT",277
4974920,"Tabiona, UT",159
4908020,"Brian Head, UT",93
4935740,"Hinckley, UT",716
4935960,"Holden, UT",393
4902740,"Aurora, UT",1052
4939370,"Joseph, UT",358
4980200,"Vernon, UT",356
4903345,"Ballard, UT",1093
4901310,"American Fork, UT",33161
4944320,"Lehi, UT",69724
4962470,"Provo, UT",116618
4972720,"Stansbury Park, UT",NA
4974590,"Sutherland, UT",NA
4974040,"Summit, UT",NA
4985260,"Woodruff, UT",212
4972940,"Sterling, UT",320
4984160,"Whiterocks, UT",NA
4972170,"Spring Lake, UT",NA
4955430,"Oak City, UT",649
4971730,"Spring City, UT",1080
4915720,"Copperton, UT",835
4953010,"Mount Pleasant, UT",3530
4940030,"Kanarraville, UT",407
4941020,"Kenilworth, UT",NA
4921880,"Echo, UT",NA
4919020,"Deseret, UT",NA
4955760,"Oasis, UT",NA
4955650,"Oakley, UT",1740
4927270,"Fremont, UT",NA
4915940,"Cornish, UT",337
4924850,"Farr West, UT",7385
4934750,"Henrieville, UT",225
4982950,"West Jordan, UT",116480
4923530,"Ephraim, UT",7308
4961150,"Pleasant View, UT",10839
4906700,"Bluff, UT",245
4914070,"Cleveland, UT",440
4940250,"Kanosh, UT",485
4964230,"Riverside, UT",NA
4982510,"Wellington, UT",1620
4911870,"Centerfield, UT",1495
4925910,"Flaming Gorge, UT",NA
4901860,"Antimony, UT",121
4936620,"Howell, UT",254
4926720,"Fountain Green, UT",1166
4943880,"Leamington, UT",239
4911000,"Castle Valley, UT",350
4977890,"Uintah, UT",1353
4944100,"Leeds, UT",873
4932660,"Gunnison, UT",3585
4963570,"Richfield, UT",7888
4920340,"Duchesne, UT",1710
4970960,"South Ogden, UT",17199
4985370,"Woods Cross, UT",11431
4952130,"Moroni, UT",1552
4954220,"Nephi, UT",6378
4954990,"North Logan, UT",11237
4985050,"Woodland Hills, UT",1590
4967990,"Scofield, UT",23
4906370,"Blanding, UT",3633
4981960,"Washington, UT",29174
4930130,"Goshen, UT",915
4976900,"Toquerville, UT",1735
4965880,"Salina, UT",2612
4980090,"Vernal, UT",10438
4947950,"Mapleton, UT",10731
4922760,"Elwood, UT",1103
4920120,"Draper, UT",48587
4947290,"Magna, UT",26949
4939810,"Kamas, UT",2276
4907470,"Boulder, UT",241
4908787,"Bryce Canyon City, UT",222
4982730,"Wendover, UT",1489
4936070,"Holladay, UT",30325
4956860,"Orangeville, UT",1326
4954660,"Nibley, UT",7135
4974480,"Sunset, UT",5364
4960930,"Pleasant Grove, UT",38258
4955210,"North Salt Lake, UT",20948
4980420,"Vineyard, UT",11866
4918140,"Daniel, UT",1077
4961260,"Plymouth, UT",460
4958510,"Parowan, UT",3165
4906810,"Bluffdale, UT",16358
4951580,"Monticello, UT",1969
4907690,"Bountiful, UT",43981
4931120,"Grantsville, UT",12064
4955980,"Ogden, UT",87773
4923200,"Enoch, UT",7180
4936400,"Hooper, UT",9152
4936290,"Honeyville, UT",1644
4954550,"Newton, UT",817
4935300,"Hildale, UT",2896
4924630,"Fairview, UT",1358
4911320,"Cedar City, UT",34764
4925070,"Fayette, UT",263
4934200,"Heber, UT",17082
4984050,"White City, UT",5768
4971070,"South Salt Lake, UT",25582
4982930,"West Haven, UT",16109
4934640,"Henefer, UT",979
4964590,"Rocky Ridge, UT",858
4940360,"Kaysville, UT",32390
4920810,"Eagle Mountain, UT",38391
4969280,"Silver Summit, UT",NA
4985040,"Woodland, UT",NA
4974095,"Summit Park, UT",NA
4933027,"Halls Crossing, UT",NA
4935190,"Highland, UT",19175
4983252,"West Mountain, UT",NA
4967400,"Samak, UT",NA
4951470,"Montezuma Creek, UT",NA
4905380,"Beryl Junction, UT",NA
4900870,"Alton, UT",120
4909725,"Cache, UT",NA
4930900,"Granite, UT",NA
4983730,"West Wood, UT",NA
4959555,"Peter, UT",NA
4938710,"Ivins, UT",9192
4965330,"St. George, UT",89587
4980530,"Virgin, UT",658
4940470,"Kearns, UT",36330
4922875,"Emigration Canyon, UT",1592
4911980,"Centerville, UT",17587
4927490,"Fruit Heights, UT",6221
4974810,"Syracuse, UT",31458
4982840,"West Bountiful, UT",5800
4913850,"Clearfield, UT",32118
4949710,"Midvale, UT",34124
4953230,"Murray, UT",48917
4964340,"Riverton, UT",44440
4975360,"Taylorsville, UT",59805
4901905,"Apple Valley, UT",844
4941350,"Kingston, UT",155
4947730,"Manti, UT",3738
4948720,"Mayfield, UT",552
4980860,"Wales, UT",373
4946410,"Lyman, UT",257
4937060,"Huntsville, UT",642
4955100,"North Ogden, UT",20582
4960710,"Plain City, UT",7669
4965110,"Roy, UT",39613
4982070,"Washington Terrace, UT",9248
4948300,"Marriott-Slaterville, UT",1898
4935120,"Hideout, UT",998
4927930,"Garden City, UT",617
4963020,"Randolph, UT",508
4950040,"Milford, UT",1394
4950590,"Minersville, UT",920
4945860,"Logan, UT",51542
4950370,"Millville, UT",2150
4937390,"Hyde Park, UT",4797
4937500,"Hyrum, UT",8619
4962360,"Providence, UT",7780
4977230,"Trenton, UT",552
4982620,"Wellsville, UT",3941
4910330,"Cannonville, UT",173
4957740,"Panguitch, UT",1682
4977560,"Tropic, UT",514
4923750,"Escalante, UT",798
4967770,"Santaquin, UT",12865
4918910,"Delta, UT",3602
4958730,"Payson, UT",20303
4911430,"Cedar Fort, UT",395
4911440,"Cedar Hills, UT",10083
4945090,"Lindon, UT",11100
4967825,"Saratoga Springs, UT",33282
4972280,"Springville, UT",33310
4912420,"Charleston, UT",487
4920780,"Dutch John, UT",141
4925510,"Fillmore, UT",2650
4946740,"Lynndyl, UT",117
4967880,"Scipio, UT",332
4901750,"Annabella, UT",810
4922650,"Elsinore, UT",882
4951360,"Monroe, UT",2358
4963240,"Redmond, UT",747
4908460,"Brigham City, UT",19601
4915830,"Corinne, UT",763
4919680,"Deweyville, UT",373
4928150,"Garland, UT",2590
4959390,"Perry, UT",5248
4961590,"Portage, UT",273
4910660,"Castle Dale, UT",1491
4913300,"Clawson, UT",186
4953560,"Naples, UT",2082
4922540,"Elmo, UT",402
4922870,"Emery, UT",268
4925180,"Ferron, UT",1495
4931670,"Green River, UT",935
4977120,"Tremonton, UT",9206
4916270,"Cottonwood Heights, UT",33843
4920890,"East Carbon, UT",1584
4944650,"Levan, UT",954
4951140,"Mona, UT",1807
4953340,"Myton, UT",606
4950700,"Moab, UT",5336
4949820,"Midway, UT",5280
4980970,"Wallsburg, UT",385
4951910,"Morgan, UT",4273
4914840,"Coalville, UT",1596
4926940,"Francis, UT",1574
4906590,"Bluebell, UT",NA
4910440,"Carbonville, UT",NA
4972060,"Spring Glen, UT",NA
4959280,"Peoa, UT",NA
4923310,"Enterprise, UT",NA
4936730,"Hoytsville, UT",NA
4921990,"Eden, UT",NA
4984950,"Wolf Creek, UT",NA
4906920,"Bonanza, UT",NA
4912970,"Circleville, UT",489
4954330,"Newcastle, UT",NA
4918090,"Dammeron Valley, UT",NA
4960270,"Pine Valley, UT",NA
4975470,"Teasdale, UT",NA
4916490,"Cove, UT",NA
4927902,"Garden, UT",NA
4920450,"Dugway, UT",NA
4923640,"Erda, UT",NA
4962910,"Randlett, UT",NA
4942230,"Lake Shore, UT",NA
4957630,"Palmyra, UT",NA
4964010,"Riverdale, UT",8838
4977010,"Torrey, UT",244
4967660,"Santa Clara, UT",8417
4937924,"Interlaken, UT",235
4905490,"Bicknell, UT",336
4973050,"Stockton, UT",682
4901090,"Amalga, UT",558
4964670,"Roosevelt, UT",7233
4943440,"La Verkin, UT",4446
4950150,"Millcreek, UT",61450
4954110,"Neola, UT",NA
4957960,"Paragonah, UT",545
4956750,"Ophir, UT",NA
4971255,"South Willard, UT",NA
4922210,"Elberta, UT",NA
4976280,"Timber Lakes, UT",NA
4957300,"Orem, UT",97828
4983470,"West Valley City, UT",135248
4933540,"Harrisville, UT",6872
4929360,"Glendale, UT",407
4963680,"Richmond, UT",2803
4937170,"Hurricane, UT",19074
4984710,"Willard, UT",1958
4904060,"Beaver, UT",3185
4934530,"Helper, UT",2105
4970850,"South Jordan, UT",76598
4976680,"Tooele, UT",36015
4928810,"Genola, UT",1567
4971290,"Spanish Fork, UT",40913
4939920,"Kanab, UT",4931
4923420,"Enterprise, UT",1890
4948830,"Meadow, UT",328
4939040,"Jensen, UT",NA
4924740,"Farmington, UT",25339
4983390,"West Point, UT",10957
4939590,"Junction, UT",172
4968650,"Sigurd, UT",443
4970190,"Snyderville, UT",NA
4925290,"Fielding, UT",482
4953890,"Navajo Mountain, UT",NA
4900650,"Alta, UT",379
4956440,"Oljato-Monument Valley, UT",NA
4937690,"Independence, UT",198
4949380,"Mexican Hat, UT",NA
4975800,"Thatcher, UT",NA
4900540,"Alpine, UT",10498
4942560,"Laketown, UT",276
4948170,"Marion, UT",NA
4981190,"Wanship, UT",NA
4924410,"Fairfield, UT",145
4902960,"Avon, UT",NA
4969640,"Smithfield, UT",12025
4958070,"Park City, UT",8526
4926610,"Fort Duchesne, UT",NA
4912260,"Central Valley, UT",570
4971180,"South Weber, UT",7836
4922370,"Elk Ridge, UT",4335
4943660,"Layton, UT",78014
4949160,"Mendon, UT",1396
4962030,"Price, UT",8332
4971455,"Spanish Valley, UT",NA
4936950,"Huntington, UT",1934
4945530,"Loa, UT",575
4903950,"Bear River City, UT",898
4944870,"Liberty, UT",NA
4944760,"Lewiston, UT",1798
4965770,"Salem, UT",8621
4905534,"Big Water, UT",511
4913740,"Clear Creek, UT",NA
4934970,"Herriman, UT",51348
4977697,"Tselakai Dezza, UT",NA
4943110,"La Sal, UT",NA
4947180,"Maeser, UT",NA
4984095,"White Mesa, UT",NA
4971840,"Springdale, UT",629
4912200,"Central, UT",NA
4964560,"Rockville, UT",269
4905050,"Benson, UT",NA
4976180,"Thompson Springs, UT",NA
4904720,"Benjamin, UT",NA
4952460,"Mountain Green, UT",NA
4933002,"Halchita, UT",NA
4964120,"River Heights, UT",2076
4901530,"Aneth, UT",NA
4980310,"Veyo, UT",NA
5085150,"Winooski, VT",7333
5048325,"Newfane, VT",111
5024400,"Essex Junction, VT",10852
5061675,"St. Albans, VT",6801
5041200,"Ludlow, VT",769
5068050,"South Royalton, VT",NA
5008950,"Bristol, VT",NA
5011875,"Castleton, VT",NA
5042700,"Manchester, VT",711
5053125,"Old Bennington, VT",131
5079150,"West Burke, VT",328
5036475,"Jeffersonville, VT",768
5003475,"Barton, VT",643
5017425,"Derby Center, VT",549
5054850,"Perkinsville, VT",123
5004225,"Bellows Falls, VT",2965
5021850,"East Montpelier, VT",NA
5015175,"Concord, VT",NA
5033400,"Hinesburg, VT",NA
5002800,"Barnet, VT",NA
5071650,"Swanton, VT",2375
5019600,"East Burke, VT",NA
5056800,"Poultney, VT",1549
5011050,"Cabot, VT",NA
5036025,"Jacksonville, VT",206
5019075,"East Barre, VT",NA
5084025,"Wilder, VT",NA
5064225,"Shelburne, VT",NA
5084625,"Wilmington, VT",NA
5060025,"Rochester, VT",NA
5025600,"Fairlee, VT",NA
5030475,"Groton, VT",NA
5086050,"Worcester, VT",NA
5070450,"Stowe, VT",NA
5074650,"Vergennes, VT",2583
5043525,"Marshfield, VT",250
5048100,"Newbury, VT",355
5062950,"Saxtons River, VT",539
5000850,"Alburgh, VT",530
5036625,"Jericho, VT",NA
5066175,"South Burlington, VT",19509
5011425,"Cambridge, VT",245
5007675,"Brandon, VT",NA
5000400,"Albany, VT",189
5078025,"Wells River, VT",383
5031750,"Hardwick, VT",NA
5017050,"Danville, VT",NA
5050200,"Northfield, VT",NA
5075250,"Waitsfield, VT",NA
5076900,"Waterbury, VT",NA
5059050,"Richford, VT",NA
5024850,"Fairfax, VT",NA
5005125,"Benson, VT",NA
5021700,"East Middlebury, VT",NA
5045175,"Milton, VT",NA
5084100,"Williamstown, VT",NA
5052825,"Norwich, VT",NA
5069475,"Springfield, VT",NA
5035725,"Island Pond, VT",NA
5032350,"Hartland, VT",NA
5085900,"Woodstock, VT",858
5003175,"Barre, VT",8528
5041950,"Lyndonville, VT",1165
5049075,"North Bennington, VT",1697
5046000,"Montpelier, VT",7372
5050500,"North Hartland, VT",NA
5057775,"Quechee, VT",NA
5005725,"Bethel, VT",NA
5058000,"Randolph, VT",NA
5010675,"Burlington, VT",42819
5017500,"Derby Line, VT",624
5052075,"North Troy, VT",573
5037000,"Johnson, VT",1507
5085000,"Windsor, VT",NA
5059200,"Richmond, VT",NA
5017650,"Dorset, VT",NA
5051925,"North Springfield, VT",NA
5057400,"Proctorsville, VT",NA
5012175,"Cavendish, VT",NA
5073450,"Troy, VT",NA
5040450,"Lowell, VT",NA
5035500,"Irasburg, VT",NA
5028000,"Glover, VT",NA
5030100,"Greensboro, VT",NA
5057625,"Putney, VT",NA
5048850,"Newport, VT",4257
5058525,"Readsboro, VT",NA
5055750,"Plainfield, VT",NA
5025450,"Fair Haven, VT",NA
5075850,"Wallingford, VT",NA
5004150,"Beecher Falls, VT",NA
5016075,"Coventry, VT",NA
5077800,"Websterville, VT",NA
5029425,"Graniteville, VT",NA
5013600,"Chester, VT",NA
5083575,"White River Junction, VT",NA
5007975,"Brattleboro, VT",NA
5044275,"Middlebury, VT",NA
5024025,"Enosburg Falls, VT",1283
5034975,"Hyde Park, VT",479
5013450,"Chelsea, VT",NA
5081325,"Westminster, VT",269
5052375,"North Westminster, VT",NA
5068200,"South Shaftsbury, VT",NA
5066025,"South Barre, VT",NA
5062125,"St. Johnsbury, VT",NA
5007225,"Bradford, VT",NA
5001375,"Arlington, VT",NA
5004750,"Bennington, VT",NA
5042925,"Manchester Center, VT",NA
5049000,"Newport Center, VT",NA
5030325,"Greensboro Bend, VT",NA
5046825,"Morrisville, VT",2073
5061225,"Rutland, VT",15074
5055525,"Pittsford, VT",NA
5082375,"West Rutland, VT",NA
5077875,"Wells, VT",NA
5001750,"Ascutney, VT",NA
5078850,"West Brattleboro, VT",NA
5011725,"Canaan, VT",NA
5053575,"Orleans, VT",725
5108584,"Boones Mill, VA",233
5179472,"Troutville, VA",427
5131936,"Gordonsville, VA",1624
5170800,"Scottsville, VA",618
5144520,"Lawrenceville, VA",1020
5181312,"Virgilina, VA",137
5186720,"Winchester, VA",28078
5169792,"St. Charles, VA",110
5158696,"Occoquan, VA",1086
5152680,"Monterey, VA",136
5133648,"Grundy, VA",899
5131136,"Glasgow, VA",1103
5109016,"Boydton, VA",411
5183248,"Washington, VA",127
5109208,"Branchville, VA",115
5141656,"Keller, VA",169
5110856,"Buckingham Courthouse, VA",NA
5171264,"Seven Mile Ford, VA",NA
5107944,"Blairs, VA",NA
5160920,"Pastoria, VA",NA
5112136,"Callaghan, VA",NA
5171072,"Selma, VA",NA
5118624,"Columbia, VA",NA
5181152,"Villa Heights, VA",NA
5135240,"Harborton, VA",NA
5171776,"Shenandoah, VA",2331
5134240,"Hamilton, VA",629
5165120,"Quantico, VA",553
5160488,"Pamplin City, VA",228
5109032,"Boykins, VA",526
5117296,"Cleveland, VA",175
5123952,"Dungannon, VA",298
5111560,"Burkeville, VA",399
5140536,"Jarratt, VA",572
5117504,"Clinchco, VA",294
5106336,"Belmont Estates, VA",NA
5183056,"Warfield, VA",NA
5116512,"Chincoteague, VA",2875
5170520,"Savage Town, VA",NA
5135912,"Hayfield, VA",NA
5108984,"Boyce, VA",627
5143359,"Lake Caroline, VA",NA
5121776,"Deep Creek, VA",NA
5114952,"Charlotte Court House, VA",512
5164384,"Powhatan, VA",NA
5120240,"Crimora, VA",NA
5117680,"Cloverdale, VA",NA
5141144,"Jolivue, VA",NA
5161896,"Phenix, VA",213
5134176,"Hallwood, VA",200
5185608,"Whitesville, VA",NA
5132560,"Greenbackville, VA",NA
5167331,"Rivanna, VA",NA
5177648,"Tasley, VA",NA
5132624,"Greenbush, VA",NA
5114995,"Chase Crossing, VA",NA
5104856,"Baskerville, VA",NA
5155000,"Nathalie, VA",NA
5126944,"Fairview, VA",NA
5122560,"Dillwyn, VA",442
5188240,"Yorktown, VA",NA
5160296,"Painter, VA",224
5156304,"Nickelsville, VA",360
5129552,"Franconia, VA",NA
5166512,"Remington, VA",658
5127744,"Fieldale, VA",NA
5175040,"Stanleytown, VA",NA
5127040,"Fairview Beach, VA",NA
5140024,"Iron Gate, VA",357
5174384,"Sperryville, VA",NA
5107400,"Big Island, VA",NA
5143430,"Lake of the Woods, VA",NA
5143600,"Lake Wilderness, VA",NA
5173624,"Southampton Meadows, VA",NA
5123732,"Dulles Town Center, VA",NA
5158104,"Oak Grove, VA",NA
5175702,"Stone Ridge, VA",NA
5148445,"McMullin, VA",NA
5155592,"New Castle, VA",153
5151512,"Middletown, VA",1396
5187333,"Woodburn, VA",NA
5142664,"Kings Park, VA",NA
5113784,"Cedar Bluff, VA",1002
5170256,"Sandston, VA",NA
5178192,"The Plains, VA",236
5102248,"Arcola, VA",NA
5148488,"Madison, VA",241
